principle,metric,hardness,thickness_mm,r1,r2,rel_diff,worse_rep,suspect_rep,typical,ratio
DIGIT_Marker,Fz 최솟값 (N),hard,1,0.087947778403759,0.1088357791304588,0.21229416713911864,2,0,0.09737803240398289,2.1801032727627336
9DTact,Fy MAE 중앙 (N),medium,1,0.02589713409543035,0.0356953870505094,0.3181637241918603,2,2,0.14688969773040683,2.1660043495752865
9DTact,분해 가능한 최소 간격 (mm),medium,3,2.5,1.75,0.35294117647058826,1,0,0.16783216783216784,2.1029411764705883
DIGIT_Marker,자국 지름 기울기 ball4 (px/mm),hard,1,530.5080495218044,397.5337655708648,0.28656959587033604,1,0,0.13828322936808882,2.0723380353486798
DIGIT,Fz 최솟값 (N),hard,1,0.0695246458053588,0.0948507860302925,0.3081499460364091,2,0,0.14988335919893356,2.0559316770277034
9DTact,Fz MAE 중앙 (N),hard,3,0.047317087650299,0.055311543866991955,0.15579387737126826,2,0,0.07810964001946313,1.9945537750839462
9DTact,분해 가능한 최소 간격 (mm),soft,2,1.75,1.25,0.3333333333333333,1,0,0.16783216783216784,1.986111111111111
DIGIT,밝기 기울기 ball4 (lvl/mm),hard,3,4.717036766435144,6.354326479567449,0.2957702094587967,2,0,0.15464114830814032,1.912622951230551
DIGIT_Marker,천장 (N),soft,1,20.516453738273636,12.330521853015586,0.49842834768805316,1,0,0.2621539484850342,1.9012811005458015
9DTact,형상 MAE cyl4 최솟값 (mm),hard,2,0.0975424545996847,0.0432631555928541,0.7709820501130408,1,0,0.4132064665341344,1.8658518502380481
DIGIT_Marker,Fz 최솟값 (N),medium,1,0.1114101260900497,0.1336043328046798,0.18116650596661996,2,0,0.09737803240398289,1.8604453334508944
DIGIT,자국 지름 기울기 ball8 (px/mm),soft,3,306.24021822393007,254.7504727036609,0.18356720121373682,1,0,0.101088910340412,1.8158985055391654
DIGIT,포화 깊이 (mm),hard,2,1.68118929727925,1.467904162329777,0.1354581168740245,1,0,0.07525334836490453,1.8000277704214065
DIGIT,밝기 기울기 ball8 (lvl/mm),hard,2,13.90868376388371,15.5106648635808,0.10890663284105186,2,0,0.06085184408540695,1.7897014376129492
DIGIT_Marker,천장 (N),medium,2,6.226042374151303,10.027504378909551,0.46777015041869063,2,0,0.2621539484850342,1.7843337974571634
9DTact,형상 MAE cyl4 최솟값 (mm),medium,3,0.1047841592014676,0.0484627937184541,0.7350405918014422,1,0,0.4132064665341344,1.778870011320894
DIGIT,Fx MAE 중앙 (N),medium,1,0.025309131480753352,0.0399447754025459,0.4485752538301525,2,0,0.25233855683794215,1.777672264798749
9DTact,형상 MAE cube4 최솟값 (mm),medium,1,0.1831790823027302,0.0669177117320689,0.9297309949081906,1,2,0.5245384356505551,1.7724744875084286
DIGIT,밝기 기울기 ball4 (lvl/mm),medium,3,4.824211840582126,6.343847280059633,0.272139576458507,2,0,0.15464114830814032,1.7598134742005247
9DTact,Fx MAE 중앙 (N),soft,1,0.02932806313037865,0.04691039212048045,0.4612456779783368,2,0,0.2633342279833756,1.7515599149817147
DIGIT_Marker,Fz 최솟값 (N),soft,3,0.0766184628009796,0.0646827593445777,0.16893984744316903,1,0,0.09737803240398289,1.7348866399590466
9DTact,포화 깊이 (mm),medium,1,4.711342525137244,5.224188125932638,0.10323466733810938,2,2,0.05979479835603843,1.72648240610187
DIGIT,포화 깊이 (mm),hard,1,1.0952844868099518,0.9620606494110469,0.12951044047341034,1,0,0.07525334836490453,1.7209923981775856
DIGIT_Marker,자국 지름 기울기 ball4 (px/mm),hard,3,185.98179662550908,146.59976736763804,0.2368262917825626,1,0,0.13828322936808882,1.7126175955304543
9DTact,형상 MAE cube4 최솟값 (mm),soft,2,0.1310601267416568,0.052946142521024,0.8490361174501077,1,0,0.5245384356505551,1.61863470766846
DIGIT,천장 (N),hard,2,22.41093170485956,17.73768481074213,0.23279740622202577,1,0,0.14419759758872605,1.6144333200751384
DIGIT,Fz MAE 중앙 (N),hard,3,0.06859074905514714,0.05566842481493945,0.20798986244215706,1,0,0.13080010482388335,1.5901352886697329
DIGIT_Marker,천장 (N),medium,1,8.257566191896903,12.56442504405656,0.4136836677486423,2,0,0.2621539484850342,1.578018069684953
9DTact,포화 깊이 (mm),hard,1,4.318176562097701,4.736293115039093,0.09235583481982759,2,2,0.05979479835603843,1.54454630434423
DIGIT,밝기 기울기 ball8 (lvl/mm),hard,1,17.55663871084708,19.282634232190443,0.09370410344483036,2,0,0.06085184408540695,1.5398728642194397
DIGIT_Marker,Fx MAE 중앙 (N),soft,2,0.03939142450690265,0.02624348830431695,0.40063849068869944,1,0,0.26883149026469183,1.490295985393044
DIGIT_Marker,밝기 기울기 ball4 (lvl/mm),hard,1,7.395398748686571,8.51002051434434,0.14015622565178068,2,0,0.09690582021862136,1.4463138058744622
DIGIT_Marker,Fx MAE 중앙 (N),medium,3,0.02139906957745545,0.031682418659329345,0.3874551910075371,2,0,0.26883149026469183,1.4412567167114545
9DTact,자국 지름 기울기 ball8 (px/mm),medium,1,229.18549413362493,259.0377411144692,0.12228933334430366,2,2,0.0848669331870117,1.4409538409362386
9DTact,천장 (N),medium,3,38.477407292298594,34.182887472624984,0.11820815848786702,1,0,0.08203631177959031,1.4409248285742149
9DTact,자국 지름 기울기 ball4 (px/mm),soft,2,386.26037876180334,686.9356376224753,0.5603361441345666,2,0,0.38900798376211276,1.4404232497120801
DIGIT,자국 지름 기울기 ball4 (px/mm),medium,2,199.23844328291236,260.62160053389675,0.2669645170365666,2,0,0.1858684173417542,1.436309195798993
DIGIT,밝기 기울기 ball8 (lvl/mm),soft,2,11.532629076540356,12.57004808342867,0.08608330103772148,2,0,0.06085184408540695,1.4146375074007882
9DTact,Fy MAE 중앙 (N),hard,2,0.031158517114818048,0.025298991240560953,0.20757295335718892,1,0,0.14688969773040683,1.413121250600956
DIGIT_Marker,Fy MAE 중앙 (N),soft,3,0.0548884309828281,0.040777558460831545,0.2950029075966823,1,0,0.21109564525637803,1.3974845726371947
DIGIT_Marker,Fy MAE 중앙 (N),hard,1,0.02907173149287695,0.0389693900942802,0.29093167104028,2,0,0.21109564525637803,1.3781983550013086
DIGIT_Marker,Fz MAE 중앙 (N),medium,3,0.07201109454035756,0.08570563048124305,0.1736599075210306,2,0,0.12787852341091616,1.3580068246722217
DIGIT,천장 (N),medium,1,18.21929859107194,22.072333152914783,0.191257310516737,2,0,0.14419759758872605,1.3263557348731465
9DTact,Fz 최솟값 (N),soft,3,0.0520221218466758,0.0469814352691173,0.10182839333061519,1,0,0.07742134830593761,1.3152495475567139
DIGIT,밝기 기울기 ball4 (lvl/mm),soft,3,4.751904284897488,5.800808712175026,0.19879332027100888,2,0,0.15464114830814032,1.2855137358065285
DIGIT,천장 (N),soft,2,17.71834051220396,14.735948722276902,0.1837903007753091,1,0,0.14419759758872605,1.2745725577169988
9DTact,형상 MAE cube4 최솟값 (mm),hard,1,0.1159738221399451,0.058032918926127,0.6659615927387246,1,2,0.5245384356505551,1.2696144790853512
DIGIT,Fy MAE 중앙 (N),hard,2,0.029115874320268603,0.04255495034158225,0.37502222374921373,2,0,0.295848206281573,1.2676170272003846
9DTact,포화 깊이 (mm),soft,2,5.4744673004455215,5.076735382551469,0.0753908212823905,1,0,0.05979479835603843,1.2608257466391655
DIGIT_Marker,Fx MAE 중앙 (N),hard,2,0.037935230880975654,0.02698962483555075,0.3371776779363327,1,0,0.26883149026469183,1.2542343071652324
DIGIT_Marker,밝기 기울기 ball4 (lvl/mm),medium,3,4.280201295757159,4.830997378228154,0.12090529516026277,2,0,0.09690582021862136,1.247657724659862
9DTact,형상 MAE cyl4 최솟값 (mm),hard,1,0.0370964563209486,0.0619354422287767,0.5016360641688818,2,2,0.4132064665341344,1.21400826172076
DIGIT,Fx MAE 중앙 (N),hard,3,0.0324096176773309,0.02385179139673705,0.30421656412222103,1,0,0.25233855683794215,1.2055889037900624
DIGIT,Fy MAE 중앙 (N),medium,2,0.0376164093613624,0.02629715390503405,0.3542051132135712,1,0,0.295848206281573,1.1972528671559939
DIGIT_Marker,포화 깊이 (mm),hard,3,2.396653616661414,2.7536539445552783,0.13863262480950853,2,0,0.11625779010460295,1.1924587994040985
DIGIT,Fz MAE 중앙 (N),medium,3,0.053049525246024104,0.06194532662630074,0.15471651531241357,2,0,0.13080010482388335,1.1828470284540875
9DTact,Fz MAE 중앙 (N),medium,1,0.0532303340733051,0.058269437402486746,0.09038768891603877,2,2,0.07810964001946313,1.1571899306348898
9DTact,Fy MAE 중앙 (N),soft,3,0.0371392220258712,0.03132339287549255,0.16989795551214915,1,0,0.14688969773040683,1.1566362933360403
DIGIT,Fy MAE 중앙 (N),hard,1,0.03530800528824325,0.049743739888072,0.33945769295863276,2,0,0.295848206281573,1.1474049385837903
DIGIT,Fx MAE 중앙 (N),soft,2,0.032500559464096954,0.024444868788123103,0.28292668694294326,1,0,0.25233855683794215,1.1212186139458884
9DTact,골 깊이 best_dip,medium,3,0.656,0.556,0.16501650165016496,1,0,0.14791408218836072,1.115624010971621
DIGIT_Marker,자국 지름 기울기 ball4 (px/mm),medium,2,243.57094457570352,283.56843757951253,0.1517530063501564,2,0,0.13828322936808882,1.0974071624131159
DIGIT_Marker,Fx MAE 중앙 (N),hard,1,0.0225118473172187,0.0302422530949115,0.293073172219814,2,0,0.26883149026469183,1.0901742646713515
DIGIT,자국 지름 기울기 ball8 (px/mm),hard,3,325.8332621086778,291.81905004587605,0.11014032132139231,1,0,0.101088910340412,1.0895391091911084
9DTact,분해 가능한 최소 간격 (mm),hard,2,1.25,1.5,0.18181818181818182,2,0,0.16783216783216784,1.0833333333333333
9DTact,밝기 기울기 ball4 (lvl/mm),hard,1,9.8125449110978,8.852777659503378,0.10283961050918076,1,2,0.09494468354141644,1.0831529125516588
DIGIT_Marker,천장 (N),hard,3,9.23497435667556,12.282480305298373,0.2832589631531489,2,0,0.2621539484850342,1.0805061864987304
9DTact,포화 깊이 (mm),medium,3,6.6054929903992985,6.192190817531621,0.06459015226045008,1,0,0.05979479835603843,1.0801968404652607
9DTact,Fy MAE 중앙 (N),soft,1,0.027762380428612198,0.03252340666949745,0.15794854708082728,2,0,0.14688969773040683,1.0752867595297069
DIGIT_Marker,포화 깊이 (mm),medium,3,2.0557431305114164,2.3297621188709137,0.12496575549560271,2,0,0.11625779010460295,1.0749022098490326
9DTact,형상 MAE cyl4 최솟값 (mm),medium,1,0.1009916774517412,0.0644283033742624,0.4420672024613259,1,2,0.4132064665341344,1.0698457992907702
DIGIT,자국 지름 기울기 ball4 (px/mm),soft,3,173.33569591203118,211.19664482704349,0.19691945204007136,2,0,0.1858684173417542,1.05945622637975
DIGIT,Fz 최솟값 (N),medium,3,0.0460463054478168,0.0539338067173957,0.15778140469666946,2,0,0.14988335919893356,1.0526946122634813
9DTact,형상 MAE cube4 최솟값 (mm),medium,3,0.0932602158091443,0.0529098308472288,0.5521019645943473,1,0,0.5245384356505551,1.052548158667547
9DTact,Fx MAE 중앙 (N),medium,1,0.024418619461357552,0.032267479225993156,0.276923617831793,2,2,0.2633342279833756,1.0516051025819375
DIGIT_Marker,Fz MAE 중앙 (N),medium,1,0.13699945807456965,0.1567366421222686,0.1343871865560459,2,0,0.12787852341091616,1.0508972341212859
DIGIT,Fz 최솟값 (N),hard,3,0.0573203340172767,0.0490000694990158,0.15651303499776326,1,0,0.14988335919893356,1.0442322338801495
9DTact,자국 지름 기울기 ball4 (px/mm),hard,1,361.39859292976354,543.7658857963745,0.40294840805786214,2,2,0.38900798376211276,1.0358358308251951
9DTact,Fx MAE 중앙 (N),soft,3,0.04568812623620025,0.0347749795764684,0.2712583997227115,1,0,0.2633342279833756,1.0300916891815377
DIGIT,Fx MAE 중앙 (N),medium,2,0.0346768945455551,0.0267006056383252,0.259909213745552,1,0,0.25233855683794215,1.0300019822673072
9DTact,Fx MAE 중앙 (N),hard,1,0.0184266557916998,0.02420036215335125,0.27089421873677055,2,2,0.2633342279833756,1.0287087281106209
DIGIT_Marker,포화 깊이 (mm),soft,3,2.3053805692824056,2.0492864697147546,0.11761822305781944,1,0,0.11625779010460295,1.0117018648986227
DIGIT,포화 깊이 (mm),hard,3,1.8226737002265276,1.6889990863531956,0.07613158856040661,1,0,0.07525334836490453,1.0116704467586408
DIGIT_Marker,Fz MAE 중앙 (N),hard,3,0.07036677747964856,0.06190915219485755,0.12787852341091616,1,0,0.12787852341091616,1.0
DIGIT_Marker,Fy MAE 중앙 (N),hard,2,0.029343177564442102,0.03626832924783225,0.21109564525637803,2,0,0.21109564525637803,1.0
DIGIT,Fx MAE 중앙 (N),medium,3,0.02489815372973675,0.03208806365728375,0.25233855683794215,2,0,0.25233855683794215,1.0
DIGIT,Fy MAE 중앙 (N),hard,3,0.03989115543663495,0.0296102259308099,0.295848206281573,1,0,0.295848206281573,1.0
DIGIT,자국 지름 기울기 ball8 (px/mm),medium,1,501.9506340054464,453.6503051744608,0.101088910340412,1,0,0.101088910340412,1.0
DIGIT,Fz 최솟값 (N),soft,3,0.057066049426794,0.0491091050207614,0.14988335919893356,1,0,0.14988335919893356,1.0
DIGIT,밝기 기울기 ball4 (lvl/mm),soft,1,10.067708916677573,8.622566119762539,0.15464114830814032,1,0,0.15464114830814032,1.0
DIGIT_Marker,밝기 기울기 ball4 (lvl/mm),soft,1,12.6062016968933,11.441042724563816,0.09690582021862136,1,0,0.09690582021862136,1.0
DIGIT_Marker,자국 지름 기울기 ball4 (px/mm),soft,1,329.757198473174,378.744123908418,0.13828322936808882,2,0,0.13828322936808882,1.0
9DTact,밝기 기울기 ball8 (lvl/mm),hard,2,6.97427211681875,6.458208614233602,0.0768381526715532,1,0,0.0768381526715532,1.0
DIGIT_Marker,Fz 최솟값 (N),hard,3,0.0633693858981132,0.0574850998818874,0.09737803240398289,1,0,0.09737803240398289,1.0
9DTact,자국 지름 기울기 ball8 (px/mm),soft,1,321.3600716641024,295.19740075522066,0.0848669331870117,1,0,0.0848669331870117,1.0
DIGIT_Marker,천장 (N),soft,2,12.25352802735473,9.41348192227478,0.2621539484850342,1,0,0.2621539484850342,1.0
DIGIT,천장 (N),hard,3,11.83434462780252,13.673424114011729,0.14419759758872605,2,0,0.14419759758872605,1.0
DIGIT_Marker,포화 깊이 (mm),hard,1,1.1734465279000403,1.0445186621386249,0.11625779010460295,1,0,0.11625779010460295,1.0
DIGIT,Fz MAE 중앙 (N),soft,1,0.08324177935719485,0.09489171952009195,0.13080010482388335,2,0,0.13080010482388335,1.0
DIGIT,자국 지름 기울기 ball4 (px/mm),soft,2,225.92748896530736,187.5054279896097,0.1858684173417542,1,0,0.1858684173417542,1.0
DIGIT,밝기 기울기 ball8 (lvl/mm),hard,3,10.89066574754941,10.247517045755886,0.06085184408540695,1,0,0.06085184408540695,1.0
DIGIT,포화 깊이 (mm),medium,2,1.6478677457603972,1.528356973132368,0.07525334836490453,1,0,0.07525334836490453,1.0
DIGIT_Marker,Fx MAE 중앙 (N),hard,3,0.03612344525754445,0.02756298612803215,0.26883149026469183,1,0,0.26883149026469183,1.0
DIGIT_Marker,Fx MAE 중앙 (N),medium,2,0.02662283740937705,0.03481793031096455,0.2667640137209515,2,0,0.26883149026469183,0.9923093959650906
DIGIT,자국 지름 기울기 ball8 (px/mm),hard,2,331.5452523035655,366.2458130210628,0.09945831192709183,2,0,0.101088910340412,0.9838696607983091
9DTact,Fx MAE 중앙 (N),hard,2,0.0316432146355509,0.024467390961945,0.25577423722998066,1,0,0.2633342279833756,0.9712912718893794
9DTact,자국 지름 기울기 ball4 (px/mm),soft,1,463.48144747126673,317.096680715374,0.37506755946636333,1,0,0.38900798376211276,0.9641641691748046
DIGIT_Marker,Fz 최솟값 (N),medium,3,0.0641959533095359,0.0705107674002647,0.0937564815987591,2,0,0.09737803240398289,0.9628093655640996
DIGIT,천장 (N),hard,1,19.45536450623125,16.95072029347406,0.13759481287465783,1,0,0.14419759758872605,0.9542101614417988
9DTact,형상 MAE cube4 최솟값 (mm),soft,1,0.1193357370114025,0.1982524058450264,0.4969749067067628,2,0,0.5245384356505551,0.9474518413324529
DIGIT_Marker,밝기 기울기 ball4 (lvl/mm),hard,2,10.723056631459716,11.747077972418388,0.09114510073134471,2,0,0.09690582021862136,0.9405534211022583
9DTact,형상 MAE cyl4 최솟값 (mm),hard,3,0.061925155030431,0.0913877317759624,0.3843457306069429,2,0,0.4132064665341344,0.9301542007092297
DIGIT,포화 깊이 (mm),soft,3,1.796520162529884,1.92658814951654,0.06987064360486661,2,0,0.07525334836490453,0.9284722224725853
9DTact,Fy MAE 중앙 (N),medium,3,0.03518145531415935,0.03070663753896945,0.13583084837998638,1,0,0.14688969773040683,0.9247132404702932
DIGIT_Marker,자국 지름 기울기 ball4 (px/mm),medium,1,373.509779414642,328.6439612118957,0.12779485633078638,1,0,0.13828322936808882,0.9241529642804046
DIGIT,Fy MAE 중앙 (N),soft,1,0.026609295047819552,0.0350040793418884,0.2724987675880688,2,0,0.295848206281573,0.9210762877795466
9DTact,포화 깊이 (mm),soft,1,4.527912557169966,4.285544924573017,0.05499944445162678,1,0,0.05979479835603843,0.9198031595347392
DIGIT,Fy MAE 중앙 (N),medium,3,0.0337095204740762,0.04431708157062525,0.2718960154248925,2,0,0.295848206281573,0.9190389181069294
9DTact,밝기 기울기 ball4 (lvl/mm),hard,2,11.328599543775782,12.35962670822491,0.08704975657365212,2,0,0.09494468354141644,0.9168470874483412
9DTact,분해 가능한 최소 간격 (mm),soft,1,1.5,1.75,0.15384615384615385,2,0,0.16783216783216784,0.9166666666666666
DIGIT,Fz 최솟값 (N),soft,1,0.0717098638415336,0.0819605216383934,0.13341097264571872,2,0,0.14988335919893356,0.8900986297528082
9DTact,골 깊이 best_dip,hard,2,0.676,0.593,0.13081166272655645,1,0,0.14791408218836072,0.884375989028379
DIGIT_Marker,밝기 기울기 ball4 (lvl/mm),soft,3,8.226188971638006,8.952987347416038,0.08461387930129259,2,0,0.09690582021862136,0.8731558033398003
DIGIT,밝기 기울기 ball8 (lvl/mm),soft,3,8.161594765412328,7.744322749940202,0.05246751909399401,1,0,0.06085184408540695,0.8622174049541482
DIGIT,Fz MAE 중앙 (N),medium,2,0.06260083056986325,0.07005340233445159,0.11236085877431407,2,0,0.13080010482388335,0.85902728385121
9DTact,Fz MAE 중앙 (N),soft,3,0.0617801900953054,0.057842707261443096,0.06583159112288751,1,0,0.07810964001946313,0.8428100693651103
DIGIT,자국 지름 기울기 ball8 (px/mm),hard,1,638.3006611790873,586.1843070146483,0.08512371408089556,1,0,0.101088910340412,0.8420677777042564
DIGIT,Fx MAE 중앙 (N),hard,2,0.02505231276154515,0.030999764800071654,0.21221165377817092,2,0,0.25233855683794215,0.8409798979490015
9DTact,Fz MAE 중앙 (N),hard,1,0.037194851785898195,0.039705755189061095,0.06530256397015206,2,2,0.07810964001946313,0.8360371902095588
DIGIT,Fz MAE 중앙 (N),soft,3,0.06487819924950596,0.05818215198814865,0.10882542092580048,1,0,0.13080010482388335,0.8319979641631723
DIGIT,자국 지름 기울기 ball4 (px/mm),hard,3,167.3570366346791,194.9266056960076,0.152198806901491,2,0,0.1858684173417542,0.8188524391513204
DIGIT,Fz 최솟값 (N),soft,2,0.0487581752240657,0.0550210326910018,0.12069580396222723,2,0,0.14988335919893356,0.8052648713459446
9DTact,Fy MAE 중앙 (N),hard,3,0.034770624712109496,0.0391369611024856,0.11815665042366601,2,0,0.14688969773040683,0.80439031633467
DIGIT,포화 깊이 (mm),medium,1,1.0912059627263702,1.158726017423568,0.06001964085394109,2,0,0.07525334836490453,0.7975677117103815
9DTact,형상 MAE cyl4 최솟값 (mm),soft,1,0.0682699738021551,0.094695847746312,0.32431185500203386,2,0,0.4132064665341344,0.78486635923749
DIGIT_Marker,Fy MAE 중앙 (N),hard,3,0.036800980567932046,0.031182527542114202,0.16528870551143499,1,0,0.21109564525637803,0.7830038621151564
DIGIT,Fx MAE 중앙 (N),soft,3,0.03720404021441935,0.03059074375778435,0.1950975006970004,1,0,0.25233855683794215,0.7731577097918361
DIGIT,Fz MAE 중앙 (N),soft,2,0.056412555277347495,0.0623599532991647,0.1001477209346967,2,0,0.13080010482388335,0.7656547452277752
9DTact,분해 가능한 최소 간격 (mm),hard,1,1.25,1.1,0.127659574468085,1,2,0.16783216783216784,0.7606382978723398
DIGIT,자국 지름 기울기 ball4 (px/mm),medium,1,429.4616219183464,374.46985892629687,0.13680708941581174,1,0,0.1858684173417542,0.7360426874688779
DIGIT,Fz 최솟값 (N),hard,2,0.056309524923563,0.0628333464264869,0.10951257811735073,2,0,0.14988335919893356,0.7306520130230035
9DTact,Fx MAE 중앙 (N),hard,3,0.0352909322828054,0.029109991155564702,0.19195194097350757,1,0,0.2633342279833756,0.7289289449513778
DIGIT,Fz 최솟값 (N),medium,2,0.0471034236252307,0.0524851642549037,0.10807946460995127,2,0,0.14988335919893356,0.7210904878806604
DIGIT,Fy MAE 중앙 (N),soft,2,0.02522281091660255,0.03117279242724175,0.21100870131177182,2,0,0.295848206281573,0.7132329918909317
9DTact,자국 지름 기울기 ball8 (px/mm),soft,3,256.0518805833023,271.9648329024181,0.06027442659557456,2,0,0.0848669331870117,0.7102227490977504
DIGIT_Marker,자국 지름 기울기 ball4 (px/mm),soft,2,245.27492274627,222.64667900489923,0.09671809831683723,1,0,0.13828322936808882,0.6994203039573832
DIGIT_Marker,Fy MAE 중앙 (N),medium,1,0.06020491942763325,0.05203361250460145,0.1456060905708446,1,0,0.21109564525637803,0.6897635922048717
9DTact,자국 지름 기울기 ball8 (px/mm),medium,3,305.6760833313709,324.0219609554625,0.058268809282611904,2,0,0.0848669331870117,0.6865902548194064
DIGIT,포화 깊이 (mm),soft,2,1.5753167070132683,1.496014633415438,0.05164019430528848,1,0,0.07525334836490453,0.6862178949816885
9DTact,Fz 최솟값 (N),medium,1,0.0478156991302967,0.0453462414443492,0.05301430328126004,1,2,0.07742134830593761,0.6847504524432864
